"ID";"nombredes";"Obra";"ID Imagen"
101;"Caballos";2670;2670
102;"Cabello";1232;1232
103;"Cabra";4382;4382
104;"Caciques";3771;3771
105;"Caida de los ídolos";3847;3847
105;"Caida de los ídolos";4454;4454
105;"Caida de los ídolos";441;441
106;"Cáliz";1857;1857
107;"Cáliz, lagar.";1889;1889
108;"Camello";8612;9466
109;"Camellos";2671;2671
110;"Caminando";2849;2849
110;"Caminando";8088;8942
111;"Camino al Calvario";8551;9405
112;"Camino/Árboles";334;334
113;"Campesinos/Trigo";5154;5154
113;"Campesinos/Trigo";4962;4962
114;"Canasta con niño Jesús";8278;9132
115;"Caquiaviri";2192;2192
116;"Cardenal";1250;1250
117;"Carmelitas";2516;2516
118;"Carpintería";2704;2704
118;"Carpintería";2848;2848
119;"Carro";2672;2672
119;"Carro";2670;2670
119;"Carro";2669;2669
119;"Carro";2671;2671
120;"Carros de triunfo";2313;2313
120;"Carros de triunfo";5462;5462
120;"Carros de triunfo";5461;5461
120;"Carros de triunfo";5459;5459
120;"Carros de triunfo";2509;2509
121;"Cascada/Ángel";37;37
122;"Celeste";5376;5376
123;"Cena apostoles";5668;5668
124;"Cetro";1237;1237
124;"Cetro";76;76
125;"Chile";154;154
126;"Cielo";5829;5829
127;"Cielo e Infierno";5680;5680
128;"Circular/paloma espíritu santo";8036;8890
129;"Ciudad";1398;1398
129;"Ciudad";390;390
129;"Ciudad";6018;6018
129;"Ciudad";4685;4685
129;"Ciudad";4721;4721
129;"Ciudad";2898;2898
129;"Ciudad";392;392
130;"Ciudad de Jerusalen";2512;2512
131;"Clavos";1860;1860
132;"Clérigo";1253;1253
133;"Columna";2297;2297
133;"Columna";1425;1425
134;"Comunidad religiosa";1393;1393
135;"Comunión";4677;4677
135;"Comunión";4723;4723
136;"Comunión con divino niño";1403;1403
136;"Comunión con divino niño";1407;1407
137;"CONCEBIDA";223;223
138;"Condena";1225;6482
138;"Condena";3098;3098
139;"Condenado";664;664
140;"Condenados";1330;1330
141;"Confesion";4679;4679
141;"Confesion";2363;2363
142;"Confirmacion";4255;4255
143;"Conmemorativo";2200;2200
144;"Conquista española";2502;2502
145;"Conquistadores/Campesinos";4485;4485
146;"Conquistadores/Campesinos/Caída de los ídolos";3144;3144
147;"Constituciones/Virgen";3643;3643
148;"Constituciones/Virgen y Tirnidad";1108;1108
148;"Constituciones/Virgen y Tirnidad";1823;6123
149;"Construcción";7191;8045
150;"Contacto santa cristo";4672;4672
151;"Conversion";284;284
152;"Conversion/Virgen Maria";1271;1271
153;"Corazón";2206;2206
153;"Corazón";4725;4725
153;"Corazón";5841;5841
153;"Corazón";5836;5836
153;"Corazón";4673;4673
153;"Corazón";5835;5835
153;"Corazón";5837;5837
153;"Corazón";5838;5838
153;"Corazón";5840;5840
153;"Corazón";5839;5839
153;"Corazón";5834;5834
153;"Corazón";2353;2353
153;"Corazón";1255;1255
153;"Corazón";4688;4688
154;"corazón de Jesús";3330;3330
154;"corazón de Jesús";609;609
154;"corazón de Jesús";5676;5676
154;"corazón de Jesús";1892;1892
154;"corazón de Jesús";8080;8934
154;"corazón de Jesús";4933;4933
154;"corazón de Jesús";3331;3331
154;"corazón de Jesús";3860;3860
154;"corazón de Jesús";8295;9149
154;"corazón de Jesús";8270;9124
154;"corazón de Jesús";3650;3650
154;"corazón de Jesús";72;72
155;"corazón de Jesús y de María";4639;4639
156;"corazón de María";3902;3902
157;"corazón del hombre";3027;3027
158;"corazón herido";2100;2100
159;"Corazones";80;80
160;"Cordero";1241;1241
160;"Cordero";5917;5917
161;"Corderos";5404;5404
162;"Coro de ángeles";996;996
163;"Corona";16747;6130
163;"Corona";16747;6288
163;"Corona";76;76
163;"Corona";817;817
164;"Corona de espinas";5266;5266
164;"Corona de espinas";4264;4264
164;"Corona de espinas";4721;4721
164;"Corona de espinas";3927;3927
164;"Corona de espinas";5838;5838
164;"Corona de espinas";1239;1239
165;"Corona de rosas";8283;9137
165;"Corona de rosas";4647;4647
165;"Corona de rosas";2850;2850
165;"Corona de rosas";5301;5301
165;"Corona de rosas";7094;7948
165;"Corona de rosas";5297;5297
165;"Corona de rosas";2845;2845
165;"Corona de rosas";947;947
165;"Corona de rosas";5298;5298
166;"Corona de rosas/Aureola y trajes con hojilla de oro";5299;5299
167;"Corona/Hojilla de Oro";3603;3603
168;"Coronación";1301;1301
168;"Coronación";2755;2755
169;"Coronación de la virgen";3664;3664
170;"Coronas de flores";3941;3941
171;"Corte Celestial";2192;2192
172;"Corte de santos";4715;4715
173;"Corte de Santos y Trinidad";5666;5666
173;"Corte de Santos y Trinidad";5667;5667
174;"Cortina roja";446;446
174;"Cortina roja";1688;1688
175;"Cráneo";1252;1252
175;"Cráneo";2225;2225
176;"Credo";859;859
176;"Credo";858;858
176;"Credo";858;858
176;"Credo";2682;2682
176;"Credo";859;859
177;"Credo Apostolico";2682;2682
178;"Cristo";2218;2218
178;"Cristo";1889;1889
178;"Cristo";3895;3895
178;"Cristo";1537;1537
178;"Cristo";887;887
178;"Cristo";1887;1887
178;"Cristo";5983;5983
178;"Cristo";2501;2501
178;"Cristo";7195;8049
178;"Cristo";5702;5702
178;"Cristo";1153;1153
178;"Cristo";1893;1893
178;"Cristo";5679;5679
178;"Cristo";5704;5704
178;"Cristo";2211;2211
178;"Cristo";5705;5705
178;"Cristo";5703;5703
178;"Cristo";1620;1620
178;"Cristo";5830;5830
178;"Cristo";5833;5833
178;"Cristo";5678;5678
178;"Cristo";1330;1330
178;"Cristo";3931;3931
178;"Cristo";2207;2207
178;"Cristo";2224;2224
178;"Cristo";2197;2197
178;"Cristo";8054;8908
178;"Cristo";7191;8045
179;"Cristo adulto";1890;1890
180;"Cristo burlas";179;179
180;"Cristo burlas";3307;3307
180;"Cristo burlas";3308;3308
180;"Cristo burlas";3345;3345
181;"Cristo cargando cruz";4674;4674
182;"Cristo columna";3143;3143
182;"Cristo columna";3312;3312
182;"Cristo columna";605;605
182;"Cristo columna";870;870
182;"Cristo columna";4525;4525
182;"Cristo columna";3174;3174
182;"Cristo columna";843;843
182;"Cristo columna";1282;1282
182;"Cristo columna";921;921
182;"Cristo columna";1603;1603
182;"Cristo columna";3884;3884
182;"Cristo columna";185;185
182;"Cristo columna";358;358
182;"Cristo columna";40;40
183;"Cristo crucificado";3710;3710
183;"Cristo crucificado";3178;3178
184;"Cristo de la vara";1988;1988
184;"Cristo de la vara";2432;2432
184;"Cristo de la vara";2771;2771
184;"Cristo de la vara";467;467
184;"Cristo de la vara";224;224
184;"Cristo de la vara";4828;4828
184;"Cristo de la vara";176;176
184;"Cristo de la vara";22;22
184;"Cristo de la vara";3638;3638
184;"Cristo de la vara";4757;4757
184;"Cristo de la vara";1989;1989
184;"Cristo de la vara";892;892
184;"Cristo de la vara";43;43
184;"Cristo de la vara";1990;1990
184;"Cristo de la vara";367;367
185;"Cristo en la celda";1952;1952
186;"Cristo en la cruz";3559;3559
187;"Cristo recoge las vestiduras";1562;1562
188;"Cristo Sentencia";3309;3309
188;"Cristo Sentencia";3887;3887
188;"Cristo Sentencia";5210;5210
188;"Cristo Sentencia";5214;5214
189;"Cristo vestiduras";1950;1950
190;"Cristo, sangre de Cristo.";940;940
191;"Cruces";1887;1887
192;"Crucifixión";2516;2516
192;"Crucifixión";1935;1935
192;"Crucifixión";741;741
192;"Crucifixión";1860;1860
193;"Crucifixión Cristo";2262;2262
194;"Cruz";5371;5371
194;"Cruz";476;476
194;"Cruz";2472;2472
194;"Cruz";2846;2846
194;"Cruz";1231;1231
194;"Cruz";2503;2503
194;"Cruz";5823;5823
194;"Cruz";5980;5980
195;"Cruz de caña";1421;1421
196;"Cruz y azucenas";2474;2474
197;"Cuadricéfalo";2225;2225
198;"Cuadro en el cuadro";4712;4712
199;"Cuatro continentes";3664;3664
200;"Cuatro ríos del paraíso";1164;1164
201;"Cuerno con flores";4299;4299
202;"Cuerpo";1605;1605
203;"Cuerpos masculinos desnudos";4672;4672
204;"Cueva Manresa";962;962
205;"Cupidos, amores.";4371;4371
206;"Curacion del Energúmeno";3177;3177
207;"Cusco";2217;2217
207;"Cusco";2210;2210
207;"Cusco";1536;1536
208;"Custodia";2219;2219
209;"David ";2196;2196
210;"DE PECADO";222;222
211;"Demonio";1387;1387
211;"Demonio";2476;2476
211;"Demonio";2633;2633
211;"Demonio";5585;5585
211;"Demonio";4729;4729
212;"Demonio y Libros";829;829
213;"Demonios";136;136
213;"Demonios";1334;1334
213;"Demonios";5658;5658
213;"Demonios";2910;2910
214;"Descanso";3834;3834
214;"Descanso";5929;5929
214;"Descanso";810;810
214;"Descanso";335;335
214;"Descanso";2077;710
214;"Descanso";885;885
215;"Desposorios";2274;2274
215;"Desposorios";2067;2067
215;"Desposorios";4716;4716
215;"Desposorios";5557;5557
215;"Desposorios";1461;1461
215;"Desposorios";2632;7524
215;"Desposorios";1429;1429
215;"Desposorios";4671;4671
216;"Desposorios místicos";395;395
216;"Desposorios místicos";3237;3237
216;"Desposorios místicos";5588;5588
216;"Desposorios místicos";1403;1403
216;"Desposorios místicos";1427;1427
216;"Desposorios místicos";1407;1407
217;"Devoción";2698;2698
217;"Devoción";3117;3117
218;"devoción corazón de Jesús";8295;9149
219;"Devocion Santa Catalina";192;192
220;"Dios";2650;2650
220;"Dios";40;40
221;"Dios Padre";5401;5401
221;"Dios Padre";340;340
221;"Dios Padre";3915;3915
221;"Dios Padre";3923;3923
221;"Dios Padre";8423;9277
221;"Dios Padre";5370;5370
222;"Dios Padre y ángeles";3163;3163
222;"Dios Padre y ángeles";2543;2543
222;"Dios Padre y ángeles";4765;4765
222;"Dios Padre y ángeles";4470;4470
222;"Dios Padre y ángeles";355;355
223;"Dios Padre y espíritu santo/paloma";3032;3032
223;"Dios Padre y espíritu santo/paloma";3031;3031
223;"Dios Padre y espíritu santo/paloma";8282;9136
223;"Dios Padre y espíritu santo/paloma";4770;4770
223;"Dios Padre y espíritu santo/paloma";2554;2554
223;"Dios Padre y espíritu santo/paloma";3172;3172
223;"Dios Padre y espíritu santo/paloma";492;492
224;"Dios Padre, ángeles y la Virgen María";8217;9071
225;"Dios Padre/Espiritu santo";5296;5296
226;"Dios Padre/San Juan Bautista";897;897
227;"Dios Piedad";1935;1935
228;"Disciplina";2443;2443
229;"Discusión";4676;4676
230;"Divina pastora";8270;9124
230;"Divina pastora";2769;2769
231;"Dobla mantas";810;810
232;"Doctores de la iglesia de occidente.";2836;2836
233;"Dogma de la Inmaculada";1163;1163
234;"Dogma Inmaculada";5462;5462
234;"Dogma Inmaculada";5461;5461
235;"Dogma Inmaculada Concepción";1221;1221
236;"Dolorosa";856;856
237;"Doloroso";8408;9262
238;"Donante";3161;3161
238;"Donante";3110;3110
238;"Donante";1387;1387
238;"Donante";5168;5168
238;"Donante";2353;2353
239;"Donante/Purgatorio";8086;8940
240;"Donantes";8545;9399
240;"Donantes";4608;4608
240;"Donantes";3700;3700
241;"Dormitorio";4679;4679
242;"Dragón";5917;5917
243;"Ecce homo";3817;3817
243;"Ecce homo";2322;2322
243;"Ecce homo";32;32
243;"Ecce homo";2770;2770
243;"Ecce homo";349;349
243;"Ecce homo";1991;1991
243;"Ecce homo";2786;2786
243;"Ecce homo";3888;3888
243;"Ecce homo";922;922
243;"Ecce homo";4843;4843
243;"Ecce homo";3889;3889
243;"Ecce homo";3634;3634
243;"Ecce homo";1267;1267
243;"Ecce homo";16;16
243;"Ecce homo";3310;3310
244;"Ecuador/Miguel de Santiago";4256;4256
244;"Ecuador/Miguel de Santiago";4373;4373
244;"Ecuador/Miguel de Santiago";4376;4376
244;"Ecuador/Miguel de Santiago";4255;4255
244;"Ecuador/Miguel de Santiago";3281;3281
244;"Ecuador/Miguel de Santiago";4372;4372
245;"Eden";3928;3928
246;"Egipto";3791;3791
246;"Egipto";3819;3819
246;"Egipto";5143;5143
246;"Egipto";5144;5144
246;"Egipto";5141;5141
246;"Egipto";526;526
246;"Egipto";1230;1230
246;"Egipto";4962;4962
246;"Egipto";8078;8932
246;"Egipto";335;335
246;"Egipto";2077;710
246;"Egipto";4829;4829
246;"Egipto";334;334
246;"Egipto";3834;3834
246;"Egipto";5135;5135
246;"Egipto";336;336
246;"Egipto";3847;3847
246;"Egipto";5136;5136
246;"Egipto";5139;5139
246;"Egipto";5140;5140
246;"Egipto";5134;5134
246;"Egipto";3144;3144
246;"Egipto";4485;4485
246;"Egipto";2746;2746
246;"Egipto";1337;1337
246;"Egipto";3296;3296
246;"Egipto";356;356
246;"Egipto";1502;1502
246;"Egipto";2762;2762
246;"Egipto";5986;5986
246;"Egipto";1756;1756
246;"Egipto";2745;2745
246;"Egipto";3154;3154
246;"Egipto";376;376
246;"Egipto";4666;4666
246;"Egipto";3110;3110
246;"Egipto";604;604
246;"Egipto";4703;4703
246;"Egipto";2957;2957
246;"Egipto";2956;2956
246;"Egipto";37;37
246;"Egipto";2955;2955
246;"Egipto";1496;1496
246;"Egipto";2494;2494
246;"Egipto";4662;4662
246;"Egipto";6105;6105
246;"Egipto";5987;5987
246;"Egipto";137;137
246;"Egipto";810;810
246;"Egipto";441;441
246;"Egipto";5154;5154
246;"Egipto";355;355
246;"Egipto";4454;4454
246;"Egipto";806;806
246;"Egipto";1557;1557
246;"Egipto";5146;5146
246;"Egipto";885;885
246;"Egipto";8278;9132
246;"Egipto";856;856
247;"Ejercicios espirituales/Trinidad";1095;1095
248;"Elefante";8614;9468
249;"Elefantes";2672;2672
250;"ELS??S";216;216
251;"Embajada";4676;4676
252;"Embarazo";4471;4471
253;"Emblema";5811;5811
254;"Empadronamiento";7089;7943
255;"Enseñanza";4718;4718
256;"Entierro";2452;2452
256;"Entierro";2450;2450
256;"Entierro";5446;5446
256;"Entierro";8203;9057
257;"Entrada a Jerusalen";3874;3874
257;"Entrada a Jerusalen";1550;1550
257;"Entrada a Jerusalen";2512;2512
257;"Entrada a Jerusalen";999;999
258;"Escalera/Techo";5173;5173
259;"Escenas de la vida de Jesús";5163;5163
260;"escenas vida de Jesús";2209;2209
261;"Esconchado en Madera";4923;4923
261;"Esconchado en Madera";4922;4922
261;"Esconchado en Madera";4924;4924
262;"Escritura mística";1514;1514
263;"Eseñanza niños";612;612
264;"Espada";5931;5931
264;"Espada";1238;1238
265;"Esperanza";2205;2205
265;"Esperanza";5831;5831
266;"Espigas de trigo";1242;1242
267;"Espíritu";4693;4693
268;"Espiritu santo";4469;4469
269;"Espiritu santo/paloma";7121;7975
269;"Espiritu santo/paloma";2497;2497
269;"Espiritu santo/paloma";2852;2852
269;"Espiritu santo/paloma";1454;1454
269;"Espiritu santo/paloma";936;936
269;"Espiritu santo/paloma";439;439
269;"Espiritu santo/paloma";1964;1964
269;"Espiritu santo/paloma";2847;2847
269;"Espiritu santo/paloma";1223;1223
269;"Espiritu santo/paloma";5407;9548
269;"Espiritu santo/paloma";3552;3552
269;"Espiritu santo/paloma";836;836
269;"Espiritu santo/paloma";5389;9544
269;"Espiritu santo/paloma";8023;8877
269;"Espiritu santo/paloma";8332;9186
269;"Espiritu santo/paloma";1867;1867
269;"Espiritu santo/paloma";3189;3189
269;"Espiritu santo/paloma";1963;1963
270;"Esqueleto";1255;1255
270;"Esqueleto";1253;1253
270;"Esqueleto";1170;1170
270;"Esqueleto";5816;5816
271;"Esquilo";5925;5925
272;"Estandarte";5979;5979
272;"Estandarte";1858;1858
272;"Estandarte";1234;1234
273;"Estigma";4722;4722
274;"Estigmas";4517;4517
274;"Estigmas";192;192
274;"Estigmas";4675;4675
275;"Eucaristia";5667;5667
275;"Eucaristia";5666;5666
275;"Eucaristia";3281;3281
275;"Eucaristia";1894;1894
276;"Eucaristía ";3930;3930
276;"Eucaristía ";1179;1179
276;"Eucaristía ";2210;2210
276;"Eucaristía ";1403;1403
276;"Eucaristía ";2307;2307
276;"Eucaristía ";1407;1407
276;"Eucaristía ";2769;2769
276;"Eucaristía ";2100;2100
276;"Eucaristía ";3860;3860
276;"Eucaristía ";3904;3904
277;"Eucaristia/Custodia";2793;2793
278;"Europa";2670;2670
278;"Europa";8611;9465
279;"Eva";1155;1155
280;"Eva/Ave";2309;2309
280;"Eva/Ave";2198;2198
281;"Evangelistas";1534;1534
282;"Exorcizando";4361;4361
283;"Extasis";1101;1101
283;"Extasis";2925;2925
284;"Éxtasis";4675;4675
284;"Éxtasis";1514;1514
284;"Éxtasis";4718;4718
284;"Éxtasis";4517;4517
285;"Extendida";3031;3031
285;"Extendida";548;548
285;"Extendida";3032;3032
285;"Extendida";1494;1494
285;"Extendida";3299;3299
285;"Extendida";2395;2395
285;"Extendida";2749;2749
285;"Extendida";1223;1223
285;"Extendida";1151;1151
285;"Extendida";2758;2758
285;"Extendida";3735;3735
285;"Extendida";2543;2543
285;"Extendida";1804;1804
285;"Extendida";2554;2554
285;"Extendida";1523;1523
285;"Extendida";3357;3357
286;"Familia";1498;1498
286;"Familia";2812;2812
286;"Familia";3849;3849
286;"Familia";3852;3852
286;"Familia";1492;1492
286;"Familia";7108;7962
286;"Familia";1493;1493
286;"Familia";1645;1645
286;"Familia";1497;1497
286;"Familia";3713;3713
286;"Familia";4501;4501
286;"Familia";1421;1421
286;"Familia";8255;9109
286;"Familia";1265;1265
286;"Familia";8282;9136
286;"Familia";8332;9186
286;"Familia";3301;3301
286;"Familia";2748;2748
286;"Familia";44;44
286;"Familia";4606;4606
286;"Familia";1500;1500
286;"Familia";1009;1009
286;"Familia";3172;3172
286;"Familia";2689;2689
286;"Familia";897;897
286;"Familia";4695;4695
286;"Familia";4770;4770
286;"Familia";5404;5404
286;"Familia";5388;5388
286;"Familia";5147;5147
286;"Familia";492;492
286;"Familia";5407;9548
286;"Familia";5176;5176
286;"Familia";5403;5403
286;"Familia";5646;5646
286;"Familia";5377;5698
286;"Familia";5157;5157
286;"Familia";5000;5000
286;"Familia";2201;2201
286;"Familia";446;446
286;"Familia";1799;1799
286;"Familia";545;545
286;"Familia";5158;5158
287;"Familia de la Santa";582;582
288;"Fe";3895;3895
288;"Fe";5832;5832
288;"Fe";2204;2204
289;"Figura de la soberbia";2190;2190
290;"Filactelia";4270;4270
291;"Flagelación";1282;1282
291;"Flagelación";1538;1538
291;"Flagelación";4670;4670
291;"Flagelación";1603;1603
291;"Flagelación";2634;2634
291;"Flagelación";4687;4687
291;"Flagelación";4729;4729
291;"Flagelación";2656;2656
292;"Flagelación de cristo";3080;3080
292;"Flagelación de cristo";2785;2785
292;"Flagelación de cristo";2781;2781
292;"Flagelación de cristo";40;40
292;"Flagelación de cristo";5226;5226
292;"Flagelación de cristo";2782;2782
